-0.005904573,-14.78109366
-0.005689861,-15.55229065
-0.005475149,-16.54326787
-0.005296223,-17.31413716
-0.005093439,-18.41489524
-0.004854871,-19.73576126
-0.004640159,-20.72673847
-0.004389662,-22.15760383
-0.004186879,-23.36825203
-0.004019881,-24.24890219
-0.003817097,-25.5694405
-0.003578529,-27.00019662
-0.003387674,-28.10084548
-0.003196819,-29.09160422
-0.002994036,-30.0824722
-0.002742961,-31.09392265
-0.00249168,-31.59668508
-0.002240449,-31.67403315
-0.00199756,-32.02209945
-0.001742212,-31.51933702
-0.001491222,-29.58563536
-0.001231877,-27.49723757
-0.000985259,-24.01657459
-0.000738706,-19.99447514
-0.000492269,-15.00552486
-0.000246081,-7.928176796
0,0
