-0.012032794,-73.62647279
-0.011627348,-73.84959853
-0.011154327,-73.92397377
-0.010782669,-74.07272426
-0.010343435,-74.51897572
-0.009937989,-75.26272816
-0.009532543,-75.56022913
-0.009160885,-76.15523108
-0.008772332,-76.75023303
-0.008485141,-77.56836072
-0.008181057,-78.53523889
-0.007775611,-79.65086754
-0.007437739,-80.39461998
-0.00706608,-81.21274766
-0.006761996,-82.40275156
-0.00640723,-83.89025644
-0.00612004,-86.27026424
-0.005917317,-88.12964534
-0.005714594,-90.73277887
-0.005545658,-93.55903814
-0.005427403,-96.3852974
-0.005258467,-98.7653052
-0.005123318,-100.3271853
-0.004954382,-101.5915645
-0.004768553,-102.6328179
-0.004548936,-102.9303189
-0.004295533,-102.3353169
-0.00409281,-101.5915645
-0.003923874,-100.5503111
-0.003788725,-99.36030715
-0.00367047,-97.87280228
-0.003552215,-96.3852974
-0.003417066,-94.74904204
-0.003281918,-92.36903424
-0.003045407,-88.79902253
-0.002842684,-84.93150985
-0.002690642,-81.51024864
-0.002504813,-77.64273596
-0.002369664,-74.37022523
-0.002251409,-71.0977145
-0.002099367,-67.5277028
-0.001930431,-63.51143964
-0.001829069,-59.34642598
-0.001677027,-55.62766379
-0.001558772,-51.16514916
-0.001389836,-46.10763258
-0.001254687,-41.94261893
-0.001136432,-37.4801043
-0.00098439,-33.31509065
-0.000849241,-28.85257602
-0.000714093,-24.09256041
-0.000578944,-19.63004578
-0.000410008,-14.87003018
-0.000241072,-9.515012625
0,0
