-0.007596407,-25.93903031
-0.006925071,-26.68658195
-0.006379539,-27.61723506
-0.005833967,-28.73261241
-0.005330343,-29.84744883
-0.004910454,-31.70010033
-0.004532513,-33.55221091
-0.004280336,-35.77214719
-0.00402824,-37.62263502
-0.003859798,-40.58038638
-0.003775252,-43.5370559
-0.003648758,-46.49426634
-0.003564131,-49.82038432
-0.00356332,-53.51486893
-0.003520641,-56.84044599
-0.003477881,-60.53547151
-0.003435121,-64.23049703
-0.003392443,-67.55607409
-0.003349764,-70.88165116
-0.00328599,-74.76167137
-0.002991986,-76.42797588
-0.002698835,-74.21507156
-0.002510757,-71.07719379
-0.002343693,-67.75432133
-0.002155737,-64.06227087
-0.00200977,-60.18495526
-0.001842869,-56.12318587
-0.001696902,-52.24587026
-0.001551015,-47.99910619
-0.001426022,-44.12152012
-0.001301029,-40.24393405
-0.001196929,-36.73552598
-0.001071895,-33.04266413
-0.000967877,-29.1648076
-0.000842924,-25.1024973
-0.000738905,-21.22464077
-0.000634886,-17.34678424
-0.000509934,-13.28447394
-0.000364007,-9.222434094
-0.000218121,-4.975670023
0,0
