-0.009355161,-49.35535156
-0.009017289,-49.60326904
-0.008693495,-49.60326904
-0.008355624,-49.85118652
-0.008017752,-50.099104
-0.007708036,-50.40900085
-0.007356087,-50.78087707
-0.006990059,-51.27671203
-0.006652187,-51.58660888
-0.006314316,-52.33036132
-0.005962366,-53.01213438
-0.005680806,-54.06578367
-0.005399247,-55.2433917
-0.005103609,-56.85485531
-0.004850205,-58.71423641
-0.004639035,-60.88351435
-0.004456022,-63.30070978
-0.004301164,-65.7179052
-0.00418854,-68.32103874
-0.004104072,-71.79188345
-0.004075916,-73.77522328
-0.004033682,-76.25439808
-0.00397737,-78.60961413
-0.003921058,-80.46899523
-0.003794356,-82.32837632
-0.003653576,-83.32004624
-0.003442407,-83.56796372
-0.003273471,-82.94817002
-0.003090457,-81.9565001
-0.002991911,-80.7169127
-0.002893365,-79.22940783
-0.002724429,-77.37002673
-0.002583649,-74.64293446
-0.002471026,-72.28771841
-0.002316168,-69.18874991
-0.00216131,-65.46998772
-0.001992374,-60.75955561
-0.001837516,-56.42099972
-0.001654502,-51.58660888
-0.001499644,-46.38034181
-0.00132367,-41.050116
-0.001161773,-35.84384894
-0.000992837,-30.01778817
-0.000781667,-23.81985119
-0.000633848,-18.73754286
-0.000443795,-12.78752335
-0.000225587,-6.837503848
0,0
