-0.014549938,-89.7659007
-0.013564479,-90.3856944
-0.012522708,-91.74924054
-0.011509093,-93.60862163
-0.010523634,-93.98049785
-0.009467785,-94.60029155
-0.008482326,-95.59196147
-0.007496867,-97.82321878
-0.007004137,-99.31072366
-0.006553642,-102.2857334
-0.006243926,-105.0128257
-0.005835664,-108.8555466
-0.005427403,-111.3347214
-0.004906517,-112.0784738
-0.004413788,-110.590969
-0.004075916,-107.8638767
-0.003738044,-104.6409495
-0.003456485,-100.9221873
-0.002991911,-92.74091045
-0.002569571,-84.18775742
-0.002259856,-75.88252186
-0.001957179,-67.20541008
-0.001682658,-59.02413326
-0.001379982,-49.85118652
-0.001147695,-41.42199222
-0.000894291,-32.37300422
-0.000662004,-24.31568614
-0.000359328,-15.14273941
-0.000162236,-7.705215026
0,0
