-0.004869505,-16.44198895
-0.004618283,-17.5359116
-0.004367062,-18.82872928
-0.004132589,-20.08839779
-0.003872994,-21.38121547
-0.003621773,-22.60773481
-0.003362177,-23.83425414
-0.003123517,-24.76243094
-0.002863922,-25.85635359
-0.002625262,-26.55248619
-0.00237404,-27.24861878
-0.002114445,-27.54696133
-0.001863224,-27.54696133
-0.00161619,-27.04972376
-0.001364969,-25.88950276
-0.001122121,-23.93370166
-0.0008709,-21.04972376
-0.000678297,-18.09944751
-0.0005485,-15.61325967
-0.000460572,-13.82320442
-0.000401954,-12.53038674
-0.000368458,-11.5359116
-0.000330775,-10.93922652
-0.000322401,-10.57458564
-0.000314027,-10.07734807
-0.000301465,-9.679558011
0,0
