-0.015127986,-39.53268503
-0.014232082,-39.83281464
-0.013361775,-40.36158348
-0.012491468,-40.66184308
-0.011672355,-41.49555088
-0.010853242,-42.25308894
-0.010008532,-42.85815752
-0.009215017,-43.61582556
-0.008421502,-45.13519109
-0.007679181,-46.57864684
-0.00693686,-48.40295135
-0.006335324,-50.83732875
-0.005836177,-53.80541433
-0.005426621,-56.6977851
-0.005017065,-59.97100462
-0.004709898,-63.09240456
-0.004415529,-66.44237875
-0.004172355,-69.41176416
-0.00394198,-72.30504481
-0.003609215,-75.50248452
-0.003302048,-77.70984747
-0.003122867,-79.53701159
-0.00290529,-81.74482948
-0.002649317,-83.41926415
-0.002431741,-85.47474254
-0.002047782,-85.4727928
-0.001868601,-82.88211144
-0.001817406,-80.13974048
-0.001715017,-77.09243056
-0.001587031,-72.97861416
-0.001484642,-67.95089075
-0.001356655,-62.92303736
-0.001254266,-57.59063495
-0.001151877,-52.71525103
-0.001049488,-48.44922512
-0.000921502,-43.26903222
-0.000793515,-38.08883933
-0.000614334,-32.29902847
-0.000537543,-26.50973755
-0.000435154,-20.72031664
-0.000332765,-15.69259323
-0.000230375,-9.598493317
0,0
