-0.018250853,-3.139402526
-0.01697099,-3.20907315
-0.016023891,-3.128094048
-0.014897611,-3.122374818
-0.013963311,-3.117630456
-0.01302901,-3.112886094
-0.011941126,-3.031192088
-0.010955631,-3.864055009
-0.009931741,-4.620553206
-0.008971843,-5.377376359
-0.008191126,-6.13510939
-0.007384812,-7.578240185
-0.006616894,-8.945396205
-0.005784983,-10.99775502
-0.005260239,-12.21380637
-0.0046843,-14.03895576
-0.004479522,-17.38938489
-0.004300341,-20.435265
-0.004133959,-23.3288706
-0.003967577,-26.8318342
-0.003813993,-30.18252329
-0.003686007,-33.38100287
-0.003506826,-37.18858048
-0.003276451,-39.92952163
-0.003122867,-43.05170147
-0.002994881,-46.3263508
-0.0028157,-49.60074016
-0.002636519,-53.17980852
-0.002482935,-56.22581861
-0.002380546,-58.66273067
-0.00225256,-61.632701
-0.002073379,-64.60241136
-0.001945392,-66.12515644
-0.001791809,-67.49543204
-0.001663823,-65.20968964
-0.001535836,-62.61926824
-0.001433447,-58.65792132
-0.001331058,-55.4582719
-0.001305461,-51.49731493
-0.001228669,-48.145456
-0.00112628,-44.94580658
-0.001049488,-40.67991065
-0.000921502,-35.80439675
-0.000780717,-31.15732711
-0.000665529,-26.35804796
-0.00056314,-22.09202205
-0.000486348,-17.67378661
-0.000345563,-12.49352873
-0.000255973,-7.313530808
0,0
