-0.017971635,-66.02200327
-0.017040522,-66.34487068
-0.016054687,-66.17950138
-0.015260529,-66.17734794
-0.014411522,-66.9885263
-0.013452961,-67.96210371
-0.012658739,-68.61073452
-0.011700209,-69.2589198
-0.010933309,-70.55840913
-0.010358102,-71.85841825
-0.009755526,-72.99565705
-0.009152871,-74.94637618
-0.008413292,-76.89672401
-0.007783236,-79.01006494
-0.007235318,-81.2863247
-0.006413664,-82.42296946
-0.005810969,-84.78042874
-0.005016565,-87.30006428
-0.004441246,-89.73894585
-0.004002883,-91.85280658
-0.003728924,-92.99093646
-0.003345442,-93.96607325
-0.003208391,-95.26727048
-0.002907,-96.89341429
-0.002660537,-96.89274599
-0.002304615,-96.07830033
-0.002195235,-94.45104267
-0.00205855,-92.01023043
-0.001839822,-88.43032297
-0.001703424,-83.06098159
-0.001566977,-78.17972839
-0.001430563,-72.97308307
-0.001321565,-67.44111987
-0.001157797,-61.90900817
-0.001048863,-55.72626072
-0.000885223,-48.8925805
-0.000748951,-42.2216706
-0.000667481,-35.22551709
-0.000517597,-27.74108975
-0.000408711,-21.07025411
-0.000258795,-13.91121889
0,0
